Feature,Score
customerID_3689-MOZGR,0.007786647681626846
customerID_4860-IJUDE,0.00778650122534863
customerID_3537-RYBHH,0.0077826185320648555
customerID_8067-NIOYM,0.0077791699634714995
customerID_7641-EUYET,0.007775973436471295
customerID_5167-GBFRE,0.007774868481425168
customerID_6112-KTHFQ,0.0077740976980920085
customerID_6701-DHKWQ,0.007769795602917906
customerID_8725-JEDFD,0.0077617378573817675
customerID_7669-LCRSD,0.007751807558244561
customerID_8591-TKMZH,0.007748203997968828
customerID_8944-AILEF,0.007746760704673283
customerID_9286-BHDQG,0.0077445814591279305
customerID_8124-NZVGJ,0.007741171490087906
customerID_9412-ARGBX,0.00773907450753919
customerID_5862-BRIXZ,0.007738646571477714
customerID_3058-WQDRE,0.007731713235263671
customerID_9850-OWRHQ,0.007730395312751881
customerID_9867-NNXLC,0.007722976907607926
customerID_2959-FENLU,0.007718869286342134
customerID_6655-LHBYW,0.00770797998976569
customerID_3170-NMYVV,0.00770021252037556
customerID_9767-FFLEM,0.007692518280752347
customerID_9804-ICWBG,0.007689474731766177
customerID_3727-OVPRY,0.00768883489013672
customerID_4137-JOPHL,0.007688337898452691
customerID_2373-NTKOD,0.007670406664598728
customerID_4018-KJYUY,0.007669651058616278
customerID_2657-VPXTA,0.007668218390245896
customerID_1602-IJQQE,0.007663495168962475
customerID_6867-ACCZI,0.007660222803011152
customerID_7605-BDWDC,0.0076595241914392265
customerID_1779-PWPMG,0.007656952236223313
customerID_4445-KWOKW,0.007652847823311548
customerID_5307-DZCVC,0.007651019972292561
customerID_7975-TZMLR,0.007643881317906498
customerID_8270-RKSAP,0.007633405523403969
customerID_0218-QNVAS,0.0076332123402842456
customerID_3874-EQOEP,0.0076218846083291325
customerID_6778-JFCMK,0.007613395466987027
customerID_7301-ABVAD,0.007605401830752534
customerID_8984-EYLLL,0.007602597408994605
customerID_3927-NLNRY,0.007596521147170465
customerID_9500-LTVBP,0.007593204624051886
customerID_4501-EQDRN,0.007584452925171181
customerID_4959-JOSRX,0.007579363141624551
customerID_1725-MIMXW,0.007576474544987777
customerID_8785-EPNCG,0.007570901833019006
customerID_2867-UIMSS,0.007561608971835776
customerID_0969-RGKCU,0.007559938853662684
customerID_4662-EKDPQ,0.0075571918288881434
customerID_8474-UMLNT,0.007555387557144133
customerID_9828-AOQLM,0.0075460603117758485
customerID_4706-AXVKM,0.007543965482670778
customerID_4415-IJZTP,0.007528299513002601
customerID_3023-GFLBR,0.007521686660899141
customerID_9220-ZNKJI,0.007491936525794829
customerID_2675-DHUTR,0.007485699191938977
